colonia,alcaldia,periodo_prueba,valor_real,prediccion_p50,prediccion_p10,prediccion_p90,error_abs,error,dentro_p10_p90,categoria_predicha,categoria_real,categoria_acierto,prediccion_naive,error_abs_naive,error_naive
Residencial Emperadores,Benito Juarez,2026-06,-0.2748011561498173,-0.36321689453627204,-0.3658868756246739,-0.36033933101415494,0.08841573838645472,0.08841573838645472,False,Estable,Creciente,False,-0.2834174316771332,0.008616275527315864,0.008616275527315864
Roma Norte,Cuauhtemoc,2026-06,2.2285538783964984,2.4577060780349473,2.4536585894162277,2.4618001916639733,0.2291521996384489,-0.2291521996384489,False,Estable,Decreciente,False,2.2484740911303422,0.019920212733843812,-0.019920212733843812
Roma Sur,Cuauhtemoc,2026-06,0.6576194589847247,0.8834298094467927,0.8785612087952711,0.8880416760984557,0.225810350462068,-0.225810350462068,False,Estable,Decreciente,False,0.6833132333881098,0.02569377440338505,-0.02569377440338505
San Alvaro,Azcapotzalco,2026-06,-0.2123469227140879,-0.25055893938686435,-0.253841719115696,-0.24492414026470952,0.03821201667277646,0.03821201667277646,False,Estable,Creciente,False,-0.2205791495681323,0.0082322268540444,0.0082322268540444
San Angel,Alvaro Obregon,2026-06,-0.3283884292776709,-0.36359051448564206,-0.36883677323068725,-0.35990509761574774,0.035202085207971134,0.035202085207971134,False,Estable,Creciente,False,-0.3357559683064591,0.007367539028788173,0.007367539028788173
San Diego Churubusco,Coyoacan,2026-06,-0.2303307741710207,-0.24796403452209934,-0.2516417619509195,-0.2446468793666852,0.017633260351078622,0.017633260351078622,False,Estable,Creciente,False,-0.2297529252242935,0.0005778489467272163,-0.0005778489467272163
San Jose Insurgentes,Benito Juarez,2026-06,-0.1184433553557828,-0.11488451158664824,-0.11738800313257348,-0.11227814907010338,0.0035588437691345676,-0.0035588437691345676,False,Estable,Estable,True,-0.1068664268312646,0.011576928524518207,-0.011576928524518207
San Mateo,Coyoacan,2026-06,-0.2280449887720855,-0.2762316988652222,-0.2788292955976798,-0.27260166289242127,0.048186710093136687,0.048186710093136687,False,Estable,Creciente,False,-0.2370459151026301,0.009000926330544584,0.009000926330544584
San Miguel Chapultepec,Miguel Hidalgo,2026-06,0.0602803443891249,0.08099788214493704,0.07899597398882459,0.0826651021453382,0.020717537755812143,-0.020717537755812143,False,Estable,Estable,True,0.1178253233036955,0.057544978914570596,-0.057544978914570596
San Pedro de los Pinos,Benito Juarez,2026-06,0.0698375483196142,0.0221317148419739,0.019900133816746445,0.02525540844573609,0.04770583347764029,0.04770583347764029,False,Estable,Creciente,False,0.087833972242667,0.0179964239230528,-0.0179964239230528
San Rafael,Cuauhtemoc,2026-06,0.5895022651977699,0.6342432310449821,0.6291085088798102,0.6379456475054148,0.04474096584721221,-0.04474096584721221,False,Estable,Decreciente,False,0.563350878277896,0.026151386919873953,0.026151386919873953
San Salvador Xochimanca,Azcapotzalco,2026-06,-0.2668476094067848,-0.3165585933386003,-0.3190885694534027,-0.3104337856834964,0.0497109839318155,0.0497109839318155,False,Estable,Creciente,False,-0.2822959453140921,0.015448335907307265,0.015448335907307265
San Simon Ticumac,Benito Juarez,2026-06,-0.1032859537891715,-0.11216665040306228,-0.11713338592553414,-0.10873159858188271,0.008880696613890779,0.008880696613890779,False,Estable,Estable,True,-0.0855331606243445,0.017752793164827002,-0.017752793164827002
Santa Catarina,Coyoacan,2026-06,-0.1274318954308683,-0.15062078354069386,-0.15408345568499598,-0.14827718744012,0.023188888109825556,0.023188888109825556,False,Estable,Creciente,False,-0.1251730021124474,0.0022588933184209126,-0.0022588933184209126
Santa Cruz Atoyac,Benito Juarez,2026-06,-0.0638075709001655,-0.13298483681283912,-0.134578182188225,-0.1303109820984237,0.06917726591267362,0.06917726591267362,False,Estable,Creciente,False,-0.0761778298921461,0.01237025899198059,0.01237025899198059
Santa Maria la Ribera,Cuauhtemoc,2026-06,1.0961226604340546,1.544024187925032,1.536457693885359,1.5537708775912058,0.44790152749097745,-0.44790152749097745,False,Creciente,Decreciente,False,1.1381133143848416,0.04199065395078705,-0.04199065395078705
Santo Tomas,Miguel Hidalgo,2026-06,-0.2890693490331892,-0.31788757801033124,-0.32026914598118256,-0.31502939431072885,0.028818228977142035,0.028818228977142035,False,Estable,Creciente,False,-0.2854523407099431,0.003617008323246129,-0.003617008323246129
Sector Naval,Azcapotzalco,2026-06,-0.256338621181729,-0.29391405434068324,-0.2975945588992089,-0.2880074753136981,0.03757543315895423,0.03757543315895423,False,Estable,Creciente,False,-0.2631471486081688,0.006808527426439781,0.006808527426439781
Tabacalera,Cuauhtemoc,2026-06,0.0686745606570636,0.21911906697256434,0.21341402397121786,0.22194620258484776,0.15044450631550074,-0.15044450631550074,False,Estable,Decreciente,False,0.070129090289227,0.001454529632163401,-0.001454529632163401
Tacuba,Miguel Hidalgo,2026-06,-0.154033049900474,-0.1753031152592846,-0.1781305255592783,-0.17213381531223768,0.021270065358810597,0.021270065358810597,False,Estable,Creciente,False,-0.1632556582361106,0.009222608335636595,0.009222608335636595
Tlacoquemecatl del Valle,Benito Juarez,2026-06,-0.1538774648615535,-0.20782639351746285,-0.20990116424594796,-0.2048333799739717,0.05394892865590936,0.05394892865590936,False,Estable,Creciente,False,-0.1433552556853793,0.010522209176174191,-0.010522209176174191
Tlatilco,Azcapotzalco,2026-06,-0.2095130503674094,-0.24782671828045488,-0.2513704938769996,-0.24201032459909705,0.038313667913045496,0.038313667913045496,False,Estable,Creciente,False,-0.2198155961928913,0.010302545825481901,0.010302545825481901
Tlaxpana,Miguel Hidalgo,2026-06,-0.0372809853585146,-0.0714814337477939,-0.07415906505936405,-0.06862494279775538,0.03420044838927929,0.03420044838927929,False,Estable,Creciente,False,-0.0378952507177845,0.0006142653592698943,0.0006142653592698943
Un Hogar para Nosotros,Miguel Hidalgo,2026-06,-0.3037766034708369,-0.3440627105892009,-0.3466175353842096,-0.3411115240837296,0.040286107118364,0.040286107118364,False,Estable,Creciente,False,-0.3081190501156075,0.00434244664477057,0.00434244664477057
Unidad Habitacional Cuitláhuac,Azcapotzalco,2026-06,-0.2809250998437856,-0.32465454049769094,-0.32863562499537124,-0.3182750770002634,0.04372944065390533,0.04372944065390533,False,Estable,Creciente,False,-0.2885783675969475,0.007653267753161885,0.007653267753161885
Veronica Anzures,Miguel Hidalgo,2026-06,-0.1091862379603229,-0.14852658565110183,-0.15040680860185016,-0.1468849696617679,0.03934034769077893,0.03934034769077893,False,Estable,Creciente,False,-0.1238381258879201,0.01465188792759721,0.01465188792759721
Vertiz Narvarte,Benito Juarez,2026-06,-0.0816201230129775,-0.08314361387281499,-0.08690523068567609,-0.08072196463640403,0.0015234908598374952,0.0015234908598374952,True,Estable,Estable,True,-0.084636971110495,0.0030168480975174966,0.0030168480975174966
Victoria de las Democracias,Azcapotzalco,2026-06,-0.2184899757079161,-0.2607826828073706,-0.26446061025085105,-0.25482400181216164,0.04229270709945451,0.04229270709945451,False,Estable,Creciente,False,-0.2270207473540064,0.008530771646090313,0.008530771646090313
Villa Coyoacan,Coyoacan,2026-06,-0.2167184638436619,-0.24283924145116226,-0.24635691853681113,-0.2393844562799801,0.026120777607500367,0.026120777607500367,False,Estable,Creciente,False,-0.2216295079681577,0.004911044124495806,0.004911044124495806
Xoco,Benito Juarez,2026-06,-0.2023316775228246,-0.2315258892655812,-0.2344430548154851,-0.22943676548335618,0.029194211742756604,0.029194211742756604,False,Estable,Creciente,False,-0.2043459558207408,0.0020142782979162,0.0020142782979162
