station_id,zone_id_catalog,zone_id_spatial,inside_catalog_polygon,distance_to_catalog_polygon_m,possible_zone_candidate,candidate_basis,n_covering_polygons,status,assignment_changed
001,col_76cd2cc2efb657e1a3779dc11ff63e1d,col_76cd2cc2efb657e1a3779dc11ff63e1d,True,0.0,"[""col_76cd2cc2efb657e1a3779dc11ff63e1d""]",covers,1,inside,False
002,col_76cd2cc2efb657e1a3779dc11ff63e1d,col_76cd2cc2efb657e1a3779dc11ff63e1d,True,0.0,"[""col_76cd2cc2efb657e1a3779dc11ff63e1d""]",covers,1,inside,False
003,col_0f6878a834535080af77fae943ae9b95,col_0f6878a834535080af77fae943ae9b95,True,0.0,"[""col_0f6878a834535080af77fae943ae9b95""]",covers,1,inside,False
004,col_76cd2cc2efb657e1a3779dc11ff63e1d,col_76cd2cc2efb657e1a3779dc11ff63e1d,True,0.0,"[""col_76cd2cc2efb657e1a3779dc11ff63e1d""]",covers,1,inside,False
005,col_76cd2cc2efb657e1a3779dc11ff63e1d,col_76cd2cc2efb657e1a3779dc11ff63e1d,True,0.0,"[""col_76cd2cc2efb657e1a3779dc11ff63e1d""]",covers,1,inside,False
006,col_76cd2cc2efb657e1a3779dc11ff63e1d,col_76cd2cc2efb657e1a3779dc11ff63e1d,True,0.0,"[""col_76cd2cc2efb657e1a3779dc11ff63e1d""]",covers,1,inside,False
007,col_76cd2cc2efb657e1a3779dc11ff63e1d,col_76cd2cc2efb657e1a3779dc11ff63e1d,True,0.0,"[""col_76cd2cc2efb657e1a3779dc11ff63e1d""]",covers,1,inside,False
008,col_0f6878a834535080af77fae943ae9b95,col_b9647cb13b4b5ebebd069fd56e70a36f,False,25.643504882114986,"[""col_b9647cb13b4b5ebebd069fd56e70a36f""]",covers,1,outside,False
009,col_76cd2cc2efb657e1a3779dc11ff63e1d,col_76cd2cc2efb657e1a3779dc11ff63e1d,True,0.0,"[""col_76cd2cc2efb657e1a3779dc11ff63e1d""]",covers,1,inside,False
010,col_0f6878a834535080af77fae943ae9b95,col_0f6878a834535080af77fae943ae9b95,True,0.0,"[""col_0f6878a834535080af77fae943ae9b95""]",covers,1,inside,False
011,col_76cd2cc2efb657e1a3779dc11ff63e1d,col_76cd2cc2efb657e1a3779dc11ff63e1d,True,0.0,"[""col_76cd2cc2efb657e1a3779dc11ff63e1d""]",covers,1,inside,False
012,col_76cd2cc2efb657e1a3779dc11ff63e1d,col_76cd2cc2efb657e1a3779dc11ff63e1d,True,0.0,"[""col_76cd2cc2efb657e1a3779dc11ff63e1d""]",covers,1,inside,False
013,col_76cd2cc2efb657e1a3779dc11ff63e1d,col_76cd2cc2efb657e1a3779dc11ff63e1d,True,0.0,"[""col_76cd2cc2efb657e1a3779dc11ff63e1d""]",covers,1,inside,False
014,col_76cd2cc2efb657e1a3779dc11ff63e1d,col_76cd2cc2efb657e1a3779dc11ff63e1d,True,0.0,"[""col_76cd2cc2efb657e1a3779dc11ff63e1d""]",covers,1,inside,False
015,col_76cd2cc2efb657e1a3779dc11ff63e1d,col_76cd2cc2efb657e1a3779dc11ff63e1d,True,0.0,"[""col_76cd2cc2efb657e1a3779dc11ff63e1d""]",covers,1,inside,False
016,col_76cd2cc2efb657e1a3779dc11ff63e1d,col_76cd2cc2efb657e1a3779dc11ff63e1d,True,0.0,"[""col_76cd2cc2efb657e1a3779dc11ff63e1d""]",covers,1,inside,False
017,col_76cd2cc2efb657e1a3779dc11ff63e1d,col_76cd2cc2efb657e1a3779dc11ff63e1d,True,0.0,"[""col_76cd2cc2efb657e1a3779dc11ff63e1d""]",covers,1,inside,False
018,col_76cd2cc2efb657e1a3779dc11ff63e1d,col_76cd2cc2efb657e1a3779dc11ff63e1d,True,0.0,"[""col_76cd2cc2efb657e1a3779dc11ff63e1d""]",covers,1,inside,False
019,col_76cd2cc2efb657e1a3779dc11ff63e1d,col_76cd2cc2efb657e1a3779dc11ff63e1d,True,0.0,"[""col_76cd2cc2efb657e1a3779dc11ff63e1d""]",covers,1,inside,False
020,col_76cd2cc2efb657e1a3779dc11ff63e1d,col_76cd2cc2efb657e1a3779dc11ff63e1d,True,0.0,"[""col_76cd2cc2efb657e1a3779dc11ff63e1d""]",covers,1,inside,False
021,col_b9647cb13b4b5ebebd069fd56e70a36f,col_76cd2cc2efb657e1a3779dc11ff63e1d,False,31.704138990558818,"[""col_76cd2cc2efb657e1a3779dc11ff63e1d""]",covers,1,outside,False
022,col_b9647cb13b4b5ebebd069fd56e70a36f,col_76cd2cc2efb657e1a3779dc11ff63e1d,False,31.704138990558818,"[""col_76cd2cc2efb657e1a3779dc11ff63e1d""]",covers,1,outside,False
023,col_b9647cb13b4b5ebebd069fd56e70a36f,col_b9647cb13b4b5ebebd069fd56e70a36f,True,0.0,"[""col_b9647cb13b4b5ebebd069fd56e70a36f""]",covers,1,inside,False
024,col_b9647cb13b4b5ebebd069fd56e70a36f,col_b9647cb13b4b5ebebd069fd56e70a36f,True,0.0,"[""col_b9647cb13b4b5ebebd069fd56e70a36f""]",covers,1,inside,False
025,col_b9647cb13b4b5ebebd069fd56e70a36f,col_b9647cb13b4b5ebebd069fd56e70a36f,True,0.0,"[""col_b9647cb13b4b5ebebd069fd56e70a36f""]",covers,1,inside,False
026,col_b9647cb13b4b5ebebd069fd56e70a36f,col_b9647cb13b4b5ebebd069fd56e70a36f,True,0.0,"[""col_b9647cb13b4b5ebebd069fd56e70a36f""]",covers,1,inside,False
027,col_b9647cb13b4b5ebebd069fd56e70a36f,col_b9647cb13b4b5ebebd069fd56e70a36f,True,0.0,"[""col_b9647cb13b4b5ebebd069fd56e70a36f""]",covers,1,inside,False
028,col_b9647cb13b4b5ebebd069fd56e70a36f,col_b9647cb13b4b5ebebd069fd56e70a36f,True,0.0,"[""col_b9647cb13b4b5ebebd069fd56e70a36f""]",covers,1,inside,False
029,col_e56a7334b36e5ca6841813031c3b8d2b,col_b9647cb13b4b5ebebd069fd56e70a36f,False,989.4844513447828,"[""col_b9647cb13b4b5ebebd069fd56e70a36f""]",covers,1,outside,False
030,col_b9647cb13b4b5ebebd069fd56e70a36f,col_b9647cb13b4b5ebebd069fd56e70a36f,True,0.0,"[""col_b9647cb13b4b5ebebd069fd56e70a36f""]",covers,1,inside,False
031,col_b9647cb13b4b5ebebd069fd56e70a36f,col_b9647cb13b4b5ebebd069fd56e70a36f,True,0.0,"[""col_b9647cb13b4b5ebebd069fd56e70a36f""]",covers,1,inside,False
032,col_b9647cb13b4b5ebebd069fd56e70a36f,col_b9647cb13b4b5ebebd069fd56e70a36f,True,0.0,"[""col_b9647cb13b4b5ebebd069fd56e70a36f""]",covers,1,inside,False
033,col_b9647cb13b4b5ebebd069fd56e70a36f,col_b9647cb13b4b5ebebd069fd56e70a36f,True,0.0,"[""col_b9647cb13b4b5ebebd069fd56e70a36f""]",covers,1,inside,False
034,col_b9647cb13b4b5ebebd069fd56e70a36f,col_b9647cb13b4b5ebebd069fd56e70a36f,True,0.0,"[""col_b9647cb13b4b5ebebd069fd56e70a36f""]",covers,1,inside,False
035,col_b9647cb13b4b5ebebd069fd56e70a36f,col_b9647cb13b4b5ebebd069fd56e70a36f,True,0.0,"[""col_b9647cb13b4b5ebebd069fd56e70a36f""]",covers,1,inside,False
036,col_9b8d9872383b59f7a23d22ab97fc79d8,col_9b8d9872383b59f7a23d22ab97fc79d8,True,0.0,"[""col_9b8d9872383b59f7a23d22ab97fc79d8""]",covers,1,inside,False
037,col_9b8d9872383b59f7a23d22ab97fc79d8,col_9b8d9872383b59f7a23d22ab97fc79d8,True,0.0,"[""col_9b8d9872383b59f7a23d22ab97fc79d8""]",covers,1,inside,False
038,col_9b8d9872383b59f7a23d22ab97fc79d8,col_9b8d9872383b59f7a23d22ab97fc79d8,True,0.0,"[""col_9b8d9872383b59f7a23d22ab97fc79d8""]",covers,1,inside,False
039,col_9b8d9872383b59f7a23d22ab97fc79d8,col_9b8d9872383b59f7a23d22ab97fc79d8,True,0.0,"[""col_9b8d9872383b59f7a23d22ab97fc79d8""]",covers,1,inside,False
040,col_9b8d9872383b59f7a23d22ab97fc79d8,col_9b8d9872383b59f7a23d22ab97fc79d8,True,0.0,"[""col_9b8d9872383b59f7a23d22ab97fc79d8""]",covers,1,inside,False
041,col_0f6878a834535080af77fae943ae9b95,col_0f6878a834535080af77fae943ae9b95,True,0.0,"[""col_0f6878a834535080af77fae943ae9b95""]",covers,1,inside,False
042,col_9b8d9872383b59f7a23d22ab97fc79d8,col_9b8d9872383b59f7a23d22ab97fc79d8,True,0.0,"[""col_9b8d9872383b59f7a23d22ab97fc79d8""]",covers,1,inside,False
043,col_e56a7334b36e5ca6841813031c3b8d2b,,False,555.006410340053,"[""col_0f6878a834535080af77fae943ae9b95""]",nearest_available_polygon_not_assignment,0,outside,False
044,col_9b8d9872383b59f7a23d22ab97fc79d8,col_9b8d9872383b59f7a23d22ab97fc79d8,True,0.0,"[""col_9b8d9872383b59f7a23d22ab97fc79d8""]",covers,1,inside,False
045,col_9b8d9872383b59f7a23d22ab97fc79d8,col_9b8d9872383b59f7a23d22ab97fc79d8,True,0.0,"[""col_9b8d9872383b59f7a23d22ab97fc79d8""]",covers,1,inside,False
046,col_9b8d9872383b59f7a23d22ab97fc79d8,col_9b8d9872383b59f7a23d22ab97fc79d8,True,0.0,"[""col_9b8d9872383b59f7a23d22ab97fc79d8""]",covers,1,inside,False
047,col_9b8d9872383b59f7a23d22ab97fc79d8,col_9b8d9872383b59f7a23d22ab97fc79d8,True,0.0,"[""col_9b8d9872383b59f7a23d22ab97fc79d8""]",covers,1,inside,False
048,col_e56a7334b36e5ca6841813031c3b8d2b,,False,592.2784005636663,"[""col_0f6878a834535080af77fae943ae9b95""]",nearest_available_polygon_not_assignment,0,outside,False
049,col_5176ae04e5c95d57b5192bbca17b2436,col_5176ae04e5c95d57b5192bbca17b2436,True,0.0,"[""col_5176ae04e5c95d57b5192bbca17b2436""]",covers,1,inside,False
050,col_5176ae04e5c95d57b5192bbca17b2436,col_5176ae04e5c95d57b5192bbca17b2436,True,0.0,"[""col_5176ae04e5c95d57b5192bbca17b2436""]",covers,1,inside,False
051,col_9b8d9872383b59f7a23d22ab97fc79d8,col_9b8d9872383b59f7a23d22ab97fc79d8,True,0.0,"[""col_9b8d9872383b59f7a23d22ab97fc79d8""]",covers,1,inside,False
052,col_e56a7334b36e5ca6841813031c3b8d2b,,False,142.5825368203842,"[""col_e56a7334b36e5ca6841813031c3b8d2b""]",nearest_available_polygon_not_assignment,0,outside,False
053,col_5176ae04e5c95d57b5192bbca17b2436,col_5176ae04e5c95d57b5192bbca17b2436,True,0.0,"[""col_5176ae04e5c95d57b5192bbca17b2436""]",covers,1,inside,False
054,col_5176ae04e5c95d57b5192bbca17b2436,col_5176ae04e5c95d57b5192bbca17b2436,True,0.0,"[""col_5176ae04e5c95d57b5192bbca17b2436""]",covers,1,inside,False
055,col_e56a7334b36e5ca6841813031c3b8d2b,col_e56a7334b36e5ca6841813031c3b8d2b,True,0.0,"[""col_e56a7334b36e5ca6841813031c3b8d2b""]",covers,1,inside,False
056,col_9b8d9872383b59f7a23d22ab97fc79d8,col_9b8d9872383b59f7a23d22ab97fc79d8,True,0.0,"[""col_9b8d9872383b59f7a23d22ab97fc79d8""]",covers,1,inside,False
057,col_5176ae04e5c95d57b5192bbca17b2436,col_5176ae04e5c95d57b5192bbca17b2436,True,0.0,"[""col_5176ae04e5c95d57b5192bbca17b2436""]",covers,1,inside,False
058,col_5176ae04e5c95d57b5192bbca17b2436,col_5176ae04e5c95d57b5192bbca17b2436,True,0.0,"[""col_5176ae04e5c95d57b5192bbca17b2436""]",covers,1,inside,False
059,col_5322fef4c1c650588d41946f956ec97e,col_5322fef4c1c650588d41946f956ec97e,True,0.0,"[""col_5322fef4c1c650588d41946f956ec97e""]",covers,1,inside,False
060,col_5176ae04e5c95d57b5192bbca17b2436,col_5176ae04e5c95d57b5192bbca17b2436,True,0.0,"[""col_5176ae04e5c95d57b5192bbca17b2436""]",covers,1,inside,False
061,col_5322fef4c1c650588d41946f956ec97e,col_5322fef4c1c650588d41946f956ec97e,True,0.0,"[""col_5322fef4c1c650588d41946f956ec97e""]",covers,1,inside,False
062,col_5176ae04e5c95d57b5192bbca17b2436,col_5176ae04e5c95d57b5192bbca17b2436,True,0.0,"[""col_5176ae04e5c95d57b5192bbca17b2436""]",covers,1,inside,False
063,col_5322fef4c1c650588d41946f956ec97e,col_5322fef4c1c650588d41946f956ec97e,True,0.0,"[""col_5322fef4c1c650588d41946f956ec97e""]",covers,1,inside,False
064,col_5322fef4c1c650588d41946f956ec97e,col_5322fef4c1c650588d41946f956ec97e,True,0.0,"[""col_5322fef4c1c650588d41946f956ec97e""]",covers,1,inside,False
065,col_e56a7334b36e5ca6841813031c3b8d2b,col_e56a7334b36e5ca6841813031c3b8d2b,True,0.0,"[""col_e56a7334b36e5ca6841813031c3b8d2b""]",covers,1,inside,False
066,col_5176ae04e5c95d57b5192bbca17b2436,col_5176ae04e5c95d57b5192bbca17b2436,True,0.0,"[""col_5176ae04e5c95d57b5192bbca17b2436""]",covers,1,inside,False
067,col_5176ae04e5c95d57b5192bbca17b2436,col_5176ae04e5c95d57b5192bbca17b2436,True,0.0,"[""col_5176ae04e5c95d57b5192bbca17b2436""]",covers,1,inside,False
068,col_5176ae04e5c95d57b5192bbca17b2436,col_5176ae04e5c95d57b5192bbca17b2436,True,0.0,"[""col_5176ae04e5c95d57b5192bbca17b2436""]",covers,1,inside,False
069,col_5322fef4c1c650588d41946f956ec97e,col_5322fef4c1c650588d41946f956ec97e,True,0.0,"[""col_5322fef4c1c650588d41946f956ec97e""]",covers,1,inside,False
070,col_5322fef4c1c650588d41946f956ec97e,col_5322fef4c1c650588d41946f956ec97e,True,0.0,"[""col_5322fef4c1c650588d41946f956ec97e""]",covers,1,inside,False
071,col_5322fef4c1c650588d41946f956ec97e,col_5322fef4c1c650588d41946f956ec97e,True,0.0,"[""col_5322fef4c1c650588d41946f956ec97e""]",covers,1,inside,False
072,col_77126fcee0bf5162978113f718dc8420,col_77126fcee0bf5162978113f718dc8420,True,0.0,"[""col_77126fcee0bf5162978113f718dc8420""]",covers,1,inside,False
073,col_77126fcee0bf5162978113f718dc8420,col_77126fcee0bf5162978113f718dc8420,True,0.0,"[""col_77126fcee0bf5162978113f718dc8420""]",covers,1,inside,False
074,col_5322fef4c1c650588d41946f956ec97e,col_5322fef4c1c650588d41946f956ec97e,True,0.0,"[""col_5322fef4c1c650588d41946f956ec97e""]",covers,1,inside,False
075,col_77126fcee0bf5162978113f718dc8420,col_77126fcee0bf5162978113f718dc8420,True,0.0,"[""col_77126fcee0bf5162978113f718dc8420""]",covers,1,inside,False
076,col_5322fef4c1c650588d41946f956ec97e,col_5322fef4c1c650588d41946f956ec97e,True,0.0,"[""col_5322fef4c1c650588d41946f956ec97e""]",covers,1,inside,False
077,col_5322fef4c1c650588d41946f956ec97e,col_5322fef4c1c650588d41946f956ec97e,True,0.0,"[""col_5322fef4c1c650588d41946f956ec97e""]",covers,1,inside,False
078,col_5322fef4c1c650588d41946f956ec97e,col_5322fef4c1c650588d41946f956ec97e,True,0.0,"[""col_5322fef4c1c650588d41946f956ec97e""]",covers,1,inside,False
079,col_5322fef4c1c650588d41946f956ec97e,col_5322fef4c1c650588d41946f956ec97e,True,0.0,"[""col_5322fef4c1c650588d41946f956ec97e""]",covers,1,inside,False
080,col_5322fef4c1c650588d41946f956ec97e,col_5322fef4c1c650588d41946f956ec97e,True,0.0,"[""col_5322fef4c1c650588d41946f956ec97e""]",covers,1,inside,False
081,col_5322fef4c1c650588d41946f956ec97e,col_5322fef4c1c650588d41946f956ec97e,True,0.0,"[""col_5322fef4c1c650588d41946f956ec97e""]",covers,1,inside,False
082,col_e56a7334b36e5ca6841813031c3b8d2b,,False,313.8436378042671,"[""col_e56a7334b36e5ca6841813031c3b8d2b""]",nearest_available_polygon_not_assignment,0,outside,False
083,col_5322fef4c1c650588d41946f956ec97e,col_5322fef4c1c650588d41946f956ec97e,True,0.0,"[""col_5322fef4c1c650588d41946f956ec97e""]",covers,1,inside,False
084,col_5322fef4c1c650588d41946f956ec97e,col_5322fef4c1c650588d41946f956ec97e,True,0.0,"[""col_5322fef4c1c650588d41946f956ec97e""]",covers,1,inside,False
085,col_ffeedd6a32945225b84ecc416148dd76,col_ffeedd6a32945225b84ecc416148dd76,True,0.0,"[""col_ffeedd6a32945225b84ecc416148dd76""]",covers,1,inside,False
086,col_ffeedd6a32945225b84ecc416148dd76,col_ffeedd6a32945225b84ecc416148dd76,True,0.0,"[""col_ffeedd6a32945225b84ecc416148dd76""]",covers,1,inside,False
087,col_e56a7334b36e5ca6841813031c3b8d2b,col_e56a7334b36e5ca6841813031c3b8d2b,True,0.0,"[""col_e56a7334b36e5ca6841813031c3b8d2b""]",covers,1,inside,False
088,col_e56a7334b36e5ca6841813031c3b8d2b,col_e56a7334b36e5ca6841813031c3b8d2b,True,0.0,"[""col_e56a7334b36e5ca6841813031c3b8d2b""]",covers,1,inside,False
089,col_e56a7334b36e5ca6841813031c3b8d2b,col_e56a7334b36e5ca6841813031c3b8d2b,True,0.0,"[""col_e56a7334b36e5ca6841813031c3b8d2b""]",covers,1,inside,False
090,col_e56a7334b36e5ca6841813031c3b8d2b,col_e56a7334b36e5ca6841813031c3b8d2b,True,0.0,"[""col_e56a7334b36e5ca6841813031c3b8d2b""]",covers,1,inside,False
091,col_e56a7334b36e5ca6841813031c3b8d2b,col_e56a7334b36e5ca6841813031c3b8d2b,True,0.0,"[""col_e56a7334b36e5ca6841813031c3b8d2b""]",covers,1,inside,False
092,col_e56a7334b36e5ca6841813031c3b8d2b,col_e56a7334b36e5ca6841813031c3b8d2b,True,0.0,"[""col_e56a7334b36e5ca6841813031c3b8d2b""]",covers,1,inside,False
093,col_e56a7334b36e5ca6841813031c3b8d2b,col_e56a7334b36e5ca6841813031c3b8d2b,True,0.0,"[""col_e56a7334b36e5ca6841813031c3b8d2b""]",covers,1,inside,False
094,col_e56a7334b36e5ca6841813031c3b8d2b,col_e56a7334b36e5ca6841813031c3b8d2b,True,0.0,"[""col_e56a7334b36e5ca6841813031c3b8d2b""]",covers,1,inside,False
095,col_e56a7334b36e5ca6841813031c3b8d2b,col_e56a7334b36e5ca6841813031c3b8d2b,True,0.0,"[""col_e56a7334b36e5ca6841813031c3b8d2b""]",covers,1,inside,False
096,col_e56a7334b36e5ca6841813031c3b8d2b,,False,110.23226176932779,"[""col_e56a7334b36e5ca6841813031c3b8d2b""]",nearest_available_polygon_not_assignment,0,outside,False
097,col_e56a7334b36e5ca6841813031c3b8d2b,col_e56a7334b36e5ca6841813031c3b8d2b,True,0.0,"[""col_e56a7334b36e5ca6841813031c3b8d2b""]",covers,1,inside,False
098,col_e56a7334b36e5ca6841813031c3b8d2b,,False,743.0231033726785,"[""col_b9647cb13b4b5ebebd069fd56e70a36f""]",nearest_available_polygon_not_assignment,0,outside,False
099,col_e56a7334b36e5ca6841813031c3b8d2b,,False,457.3893020661972,"[""col_eb93b25ca61954fa8e9ee2ca2ca57f16""]",nearest_available_polygon_not_assignment,0,outside,False
100,col_e56a7334b36e5ca6841813031c3b8d2b,col_e56a7334b36e5ca6841813031c3b8d2b,True,0.0,"[""col_e56a7334b36e5ca6841813031c3b8d2b""]",covers,1,inside,False
102,col_e56a7334b36e5ca6841813031c3b8d2b,col_e56a7334b36e5ca6841813031c3b8d2b,True,0.0,"[""col_e56a7334b36e5ca6841813031c3b8d2b""]",covers,1,inside,False
103,col_ffeedd6a32945225b84ecc416148dd76,col_ffeedd6a32945225b84ecc416148dd76,True,0.0,"[""col_ffeedd6a32945225b84ecc416148dd76""]",covers,1,inside,False
104,col_e56a7334b36e5ca6841813031c3b8d2b,col_e56a7334b36e5ca6841813031c3b8d2b,True,0.0,"[""col_e56a7334b36e5ca6841813031c3b8d2b""]",covers,1,inside,False
105,col_e56a7334b36e5ca6841813031c3b8d2b,,False,4.942641754483416,"[""col_e56a7334b36e5ca6841813031c3b8d2b""]",nearest_available_polygon_not_assignment,0,outside,False
106,col_e56a7334b36e5ca6841813031c3b8d2b,,False,14.92167188814344,"[""col_e56a7334b36e5ca6841813031c3b8d2b""]",nearest_available_polygon_not_assignment,0,outside,False
107-108,col_e56a7334b36e5ca6841813031c3b8d2b,,False,837.715304666304,"[""col_eb93b25ca61954fa8e9ee2ca2ca57f16""]",nearest_available_polygon_not_assignment,0,outside,False
109,col_e56a7334b36e5ca6841813031c3b8d2b,,False,118.24238109717291,"[""col_e56a7334b36e5ca6841813031c3b8d2b""]",nearest_available_polygon_not_assignment,0,outside,False
110,col_eb93b25ca61954fa8e9ee2ca2ca57f16,col_eb93b25ca61954fa8e9ee2ca2ca57f16,True,0.0,"[""col_eb93b25ca61954fa8e9ee2ca2ca57f16""]",covers,1,inside,False
111,col_ffeedd6a32945225b84ecc416148dd76,col_ffeedd6a32945225b84ecc416148dd76,True,0.0,"[""col_ffeedd6a32945225b84ecc416148dd76""]",covers,1,inside,False
112,col_b9647cb13b4b5ebebd069fd56e70a36f,col_b9647cb13b4b5ebebd069fd56e70a36f,True,0.0,"[""col_b9647cb13b4b5ebebd069fd56e70a36f""]",covers,1,inside,False
113,col_b9647cb13b4b5ebebd069fd56e70a36f,col_b9647cb13b4b5ebebd069fd56e70a36f,True,0.0,"[""col_b9647cb13b4b5ebebd069fd56e70a36f""]",covers,1,inside,False
114,col_b9647cb13b4b5ebebd069fd56e70a36f,col_b9647cb13b4b5ebebd069fd56e70a36f,True,0.0,"[""col_b9647cb13b4b5ebebd069fd56e70a36f""]",covers,1,inside,False
115,col_b9647cb13b4b5ebebd069fd56e70a36f,col_b9647cb13b4b5ebebd069fd56e70a36f,True,0.0,"[""col_b9647cb13b4b5ebebd069fd56e70a36f""]",covers,1,inside,False
116,col_b9647cb13b4b5ebebd069fd56e70a36f,col_b9647cb13b4b5ebebd069fd56e70a36f,True,0.0,"[""col_b9647cb13b4b5ebebd069fd56e70a36f""]",covers,1,inside,False
117,col_b9647cb13b4b5ebebd069fd56e70a36f,col_b9647cb13b4b5ebebd069fd56e70a36f,True,0.0,"[""col_b9647cb13b4b5ebebd069fd56e70a36f""]",covers,1,inside,False
118,col_b9647cb13b4b5ebebd069fd56e70a36f,col_b9647cb13b4b5ebebd069fd56e70a36f,True,0.0,"[""col_b9647cb13b4b5ebebd069fd56e70a36f""]",covers,1,inside,False
119,col_b9647cb13b4b5ebebd069fd56e70a36f,col_b9647cb13b4b5ebebd069fd56e70a36f,True,0.0,"[""col_b9647cb13b4b5ebebd069fd56e70a36f""]",covers,1,inside,False
120,col_b9647cb13b4b5ebebd069fd56e70a36f,col_b9647cb13b4b5ebebd069fd56e70a36f,True,0.0,"[""col_b9647cb13b4b5ebebd069fd56e70a36f""]",covers,1,inside,False
121,col_b9647cb13b4b5ebebd069fd56e70a36f,col_b9647cb13b4b5ebebd069fd56e70a36f,True,0.0,"[""col_b9647cb13b4b5ebebd069fd56e70a36f""]",covers,1,inside,False
122,col_eb93b25ca61954fa8e9ee2ca2ca57f16,col_eb93b25ca61954fa8e9ee2ca2ca57f16,True,0.0,"[""col_eb93b25ca61954fa8e9ee2ca2ca57f16""]",covers,1,inside,False
123,col_eb93b25ca61954fa8e9ee2ca2ca57f16,col_eb93b25ca61954fa8e9ee2ca2ca57f16,True,0.0,"[""col_eb93b25ca61954fa8e9ee2ca2ca57f16""]",covers,1,inside,False
124,col_eb93b25ca61954fa8e9ee2ca2ca57f16,col_eb93b25ca61954fa8e9ee2ca2ca57f16,True,0.0,"[""col_eb93b25ca61954fa8e9ee2ca2ca57f16""]",covers,1,inside,False
125,col_9b8d9872383b59f7a23d22ab97fc79d8,col_9b8d9872383b59f7a23d22ab97fc79d8,True,0.0,"[""col_9b8d9872383b59f7a23d22ab97fc79d8""]",covers,1,inside,False
126,col_9b8d9872383b59f7a23d22ab97fc79d8,col_9b8d9872383b59f7a23d22ab97fc79d8,True,0.0,"[""col_9b8d9872383b59f7a23d22ab97fc79d8""]",covers,1,inside,False
127,col_9b8d9872383b59f7a23d22ab97fc79d8,col_9b8d9872383b59f7a23d22ab97fc79d8,True,0.0,"[""col_9b8d9872383b59f7a23d22ab97fc79d8""]",covers,1,inside,False
128,col_9b8d9872383b59f7a23d22ab97fc79d8,col_9b8d9872383b59f7a23d22ab97fc79d8,True,0.0,"[""col_9b8d9872383b59f7a23d22ab97fc79d8""]",covers,1,inside,False
129,col_9b8d9872383b59f7a23d22ab97fc79d8,col_9b8d9872383b59f7a23d22ab97fc79d8,True,0.0,"[""col_9b8d9872383b59f7a23d22ab97fc79d8""]",covers,1,inside,False
130,col_9b8d9872383b59f7a23d22ab97fc79d8,col_9b8d9872383b59f7a23d22ab97fc79d8,True,0.0,"[""col_9b8d9872383b59f7a23d22ab97fc79d8""]",covers,1,inside,False
131,col_9b8d9872383b59f7a23d22ab97fc79d8,col_9b8d9872383b59f7a23d22ab97fc79d8,True,0.0,"[""col_9b8d9872383b59f7a23d22ab97fc79d8""]",covers,1,inside,False
132,col_9b8d9872383b59f7a23d22ab97fc79d8,col_9b8d9872383b59f7a23d22ab97fc79d8,True,0.0,"[""col_9b8d9872383b59f7a23d22ab97fc79d8""]",covers,1,inside,False
133,col_9b8d9872383b59f7a23d22ab97fc79d8,col_9b8d9872383b59f7a23d22ab97fc79d8,True,0.0,"[""col_9b8d9872383b59f7a23d22ab97fc79d8""]",covers,1,inside,False
134,col_9b8d9872383b59f7a23d22ab97fc79d8,col_9b8d9872383b59f7a23d22ab97fc79d8,True,0.0,"[""col_9b8d9872383b59f7a23d22ab97fc79d8""]",covers,1,inside,False
135,col_9b8d9872383b59f7a23d22ab97fc79d8,col_9b8d9872383b59f7a23d22ab97fc79d8,True,0.0,"[""col_9b8d9872383b59f7a23d22ab97fc79d8""]",covers,1,inside,False
136,col_9b8d9872383b59f7a23d22ab97fc79d8,col_9b8d9872383b59f7a23d22ab97fc79d8,True,0.0,"[""col_9b8d9872383b59f7a23d22ab97fc79d8""]",covers,1,inside,False
137,col_9b8d9872383b59f7a23d22ab97fc79d8,col_9b8d9872383b59f7a23d22ab97fc79d8,True,0.0,"[""col_9b8d9872383b59f7a23d22ab97fc79d8""]",covers,1,inside,False
138,col_9b8d9872383b59f7a23d22ab97fc79d8,col_9b8d9872383b59f7a23d22ab97fc79d8,True,0.0,"[""col_9b8d9872383b59f7a23d22ab97fc79d8""]",covers,1,inside,False
139,col_9b8d9872383b59f7a23d22ab97fc79d8,col_9b8d9872383b59f7a23d22ab97fc79d8,True,0.0,"[""col_9b8d9872383b59f7a23d22ab97fc79d8""]",covers,1,inside,False
140,col_9b8d9872383b59f7a23d22ab97fc79d8,col_9b8d9872383b59f7a23d22ab97fc79d8,True,0.0,"[""col_9b8d9872383b59f7a23d22ab97fc79d8""]",covers,1,inside,False
141,col_9b8d9872383b59f7a23d22ab97fc79d8,col_9b8d9872383b59f7a23d22ab97fc79d8,True,0.0,"[""col_9b8d9872383b59f7a23d22ab97fc79d8""]",covers,1,inside,False
142,col_9b8d9872383b59f7a23d22ab97fc79d8,col_9b8d9872383b59f7a23d22ab97fc79d8,True,0.0,"[""col_9b8d9872383b59f7a23d22ab97fc79d8""]",covers,1,inside,False
143,col_9b8d9872383b59f7a23d22ab97fc79d8,col_9b8d9872383b59f7a23d22ab97fc79d8,True,0.0,"[""col_9b8d9872383b59f7a23d22ab97fc79d8""]",covers,1,inside,False
144,col_9b8d9872383b59f7a23d22ab97fc79d8,col_9b8d9872383b59f7a23d22ab97fc79d8,True,0.0,"[""col_9b8d9872383b59f7a23d22ab97fc79d8""]",covers,1,inside,False
