station_id,zone_id_catalog,zone_id_spatial,inside_catalog_polygon,distance_to_catalog_polygon_m,possible_zone_candidate,candidate_basis,n_covering_polygons,status,assignment_changed
649,col_aaef3bfb4fb259e8ab32bf1eb9404368,col_aaef3bfb4fb259e8ab32bf1eb9404368,True,0.0,"[""col_aaef3bfb4fb259e8ab32bf1eb9404368""]",covers,1,inside,False
650,col_3c107741e9aa5999ac5f00ed40d5deea,col_3c107741e9aa5999ac5f00ed40d5deea,True,0.0,"[""col_3c107741e9aa5999ac5f00ed40d5deea""]",covers,1,inside,False
651,col_aaef3bfb4fb259e8ab32bf1eb9404368,col_aaef3bfb4fb259e8ab32bf1eb9404368,True,0.0,"[""col_aaef3bfb4fb259e8ab32bf1eb9404368""]",covers,1,inside,False
652,col_6573c9286c5a50288130ecf1765ab3b5,col_6573c9286c5a50288130ecf1765ab3b5,True,0.0,"[""col_6573c9286c5a50288130ecf1765ab3b5""]",covers,1,inside,False
653,col_6573c9286c5a50288130ecf1765ab3b5,col_6573c9286c5a50288130ecf1765ab3b5,True,0.0,"[""col_6573c9286c5a50288130ecf1765ab3b5""]",covers,1,inside,False
654,col_6573c9286c5a50288130ecf1765ab3b5,col_6573c9286c5a50288130ecf1765ab3b5,True,0.0,"[""col_6573c9286c5a50288130ecf1765ab3b5""]",covers,1,inside,False
655,col_6573c9286c5a50288130ecf1765ab3b5,col_6573c9286c5a50288130ecf1765ab3b5,True,0.0,"[""col_6573c9286c5a50288130ecf1765ab3b5""]",covers,1,inside,False
656,col_6573c9286c5a50288130ecf1765ab3b5,col_6573c9286c5a50288130ecf1765ab3b5,True,0.0,"[""col_6573c9286c5a50288130ecf1765ab3b5""]",covers,1,inside,False
657,col_6573c9286c5a50288130ecf1765ab3b5,col_6573c9286c5a50288130ecf1765ab3b5,True,0.0,"[""col_6573c9286c5a50288130ecf1765ab3b5""]",covers,1,inside,False
658,col_6573c9286c5a50288130ecf1765ab3b5,col_6573c9286c5a50288130ecf1765ab3b5,True,0.0,"[""col_6573c9286c5a50288130ecf1765ab3b5""]",covers,1,inside,False
659,col_6573c9286c5a50288130ecf1765ab3b5,col_6573c9286c5a50288130ecf1765ab3b5,True,0.0,"[""col_6573c9286c5a50288130ecf1765ab3b5""]",covers,1,inside,False
660,col_6573c9286c5a50288130ecf1765ab3b5,col_6573c9286c5a50288130ecf1765ab3b5,True,0.0,"[""col_6573c9286c5a50288130ecf1765ab3b5""]",covers,1,inside,False
661,col_6573c9286c5a50288130ecf1765ab3b5,col_6573c9286c5a50288130ecf1765ab3b5,True,0.0,"[""col_6573c9286c5a50288130ecf1765ab3b5""]",covers,1,inside,False
662,col_d4e474286fa85c0aa9cd393c8e2880c1,col_d4e474286fa85c0aa9cd393c8e2880c1,True,0.0,"[""col_d4e474286fa85c0aa9cd393c8e2880c1""]",covers,1,inside,False
663,col_d4e474286fa85c0aa9cd393c8e2880c1,col_543d04998daf5e4ab3306049617a67b4,False,26.825426438500056,"[""col_543d04998daf5e4ab3306049617a67b4""]",covers,1,outside,False
664,col_543d04998daf5e4ab3306049617a67b4,col_543d04998daf5e4ab3306049617a67b4,True,0.0,"[""col_543d04998daf5e4ab3306049617a67b4""]",covers,1,inside,False
665,col_543d04998daf5e4ab3306049617a67b4,col_543d04998daf5e4ab3306049617a67b4,True,0.0,"[""col_543d04998daf5e4ab3306049617a67b4""]",covers,1,inside,False
666,col_543d04998daf5e4ab3306049617a67b4,col_543d04998daf5e4ab3306049617a67b4,True,0.0,"[""col_543d04998daf5e4ab3306049617a67b4""]",covers,1,inside,False
667,col_81496637921a5e749f117e8ef4f2ee99,col_81496637921a5e749f117e8ef4f2ee99,True,0.0,"[""col_81496637921a5e749f117e8ef4f2ee99""]",covers,1,inside,False
668,col_506a1cf0beec53eb97a74f9abc9cfe66,col_506a1cf0beec53eb97a74f9abc9cfe66,True,0.0,"[""col_506a1cf0beec53eb97a74f9abc9cfe66""]",covers,1,inside,False
669,col_506a1cf0beec53eb97a74f9abc9cfe66,col_506a1cf0beec53eb97a74f9abc9cfe66,True,0.0,"[""col_506a1cf0beec53eb97a74f9abc9cfe66""]",covers,1,inside,False
670,col_506a1cf0beec53eb97a74f9abc9cfe66,col_506a1cf0beec53eb97a74f9abc9cfe66,True,0.0,"[""col_506a1cf0beec53eb97a74f9abc9cfe66""]",covers,1,inside,False
671,col_506a1cf0beec53eb97a74f9abc9cfe66,col_506a1cf0beec53eb97a74f9abc9cfe66,True,0.0,"[""col_506a1cf0beec53eb97a74f9abc9cfe66""]",covers,1,inside,False
672,col_506a1cf0beec53eb97a74f9abc9cfe66,col_506a1cf0beec53eb97a74f9abc9cfe66,True,0.0,"[""col_506a1cf0beec53eb97a74f9abc9cfe66""]",covers,1,inside,False
673,col_506a1cf0beec53eb97a74f9abc9cfe66,col_506a1cf0beec53eb97a74f9abc9cfe66,True,0.0,"[""col_506a1cf0beec53eb97a74f9abc9cfe66""]",covers,1,inside,False
674,col_cbef3a463b0b5bc2ac31e747b6721178,col_cbef3a463b0b5bc2ac31e747b6721178,True,0.0,"[""col_cbef3a463b0b5bc2ac31e747b6721178""]",covers,1,inside,False
675,col_cbef3a463b0b5bc2ac31e747b6721178,col_cbef3a463b0b5bc2ac31e747b6721178,True,0.0,"[""col_cbef3a463b0b5bc2ac31e747b6721178""]",covers,1,inside,False
676,col_cbef3a463b0b5bc2ac31e747b6721178,col_cbef3a463b0b5bc2ac31e747b6721178,True,0.0,"[""col_cbef3a463b0b5bc2ac31e747b6721178""]",covers,1,inside,False
677,col_cbef3a463b0b5bc2ac31e747b6721178,col_cbef3a463b0b5bc2ac31e747b6721178,True,0.0,"[""col_cbef3a463b0b5bc2ac31e747b6721178""]",covers,1,inside,False
678,col_543d04998daf5e4ab3306049617a67b4,col_543d04998daf5e4ab3306049617a67b4,True,0.0,"[""col_543d04998daf5e4ab3306049617a67b4""]",covers,1,inside,False
679,col_543d04998daf5e4ab3306049617a67b4,col_543d04998daf5e4ab3306049617a67b4,True,0.0,"[""col_543d04998daf5e4ab3306049617a67b4""]",covers,1,inside,False
680,col_506a1cf0beec53eb97a74f9abc9cfe66,col_506a1cf0beec53eb97a74f9abc9cfe66,True,0.0,"[""col_506a1cf0beec53eb97a74f9abc9cfe66""]",covers,1,inside,False
681,col_cbef3a463b0b5bc2ac31e747b6721178,col_cbef3a463b0b5bc2ac31e747b6721178,True,0.0,"[""col_cbef3a463b0b5bc2ac31e747b6721178""]",covers,1,inside,False
682,col_cbef3a463b0b5bc2ac31e747b6721178,col_cbef3a463b0b5bc2ac31e747b6721178,True,0.0,"[""col_cbef3a463b0b5bc2ac31e747b6721178""]",covers,1,inside,False
683,col_47716220585b527aaf095e5cd827326f,col_47716220585b527aaf095e5cd827326f,True,0.0,"[""col_47716220585b527aaf095e5cd827326f""]",covers,1,inside,False
684,col_f884dc870afb59218eed6bb359ce0e0f,col_543d04998daf5e4ab3306049617a67b4,,,"[""col_543d04998daf5e4ab3306049617a67b4""]",covers,1,missing_catalog_polygon,False
685,col_f884dc870afb59218eed6bb359ce0e0f,,,,"[""col_47716220585b527aaf095e5cd827326f""]",nearest_available_polygon_not_assignment,0,missing_catalog_polygon,False
686,col_1fd836f8991b530f861257d28b0cb970,col_543d04998daf5e4ab3306049617a67b4,,,"[""col_543d04998daf5e4ab3306049617a67b4""]",covers,1,missing_catalog_polygon,False
687,col_4b057d99c17f5783822af98b43744780,col_4b057d99c17f5783822af98b43744780,True,0.0,"[""col_4b057d99c17f5783822af98b43744780""]",covers,1,inside,False
688,col_4b057d99c17f5783822af98b43744780,col_4b057d99c17f5783822af98b43744780,True,0.0,"[""col_4b057d99c17f5783822af98b43744780""]",covers,1,inside,False
689,col_4b057d99c17f5783822af98b43744780,col_6573c9286c5a50288130ecf1765ab3b5,False,0.9038829833337407,"[""col_6573c9286c5a50288130ecf1765ab3b5""]",covers,1,outside,False
690,col_4b057d99c17f5783822af98b43744780,col_4b057d99c17f5783822af98b43744780,True,0.0,"[""col_4b057d99c17f5783822af98b43744780""]",covers,1,inside,False
691,col_4b057d99c17f5783822af98b43744780,col_4b057d99c17f5783822af98b43744780,True,0.0,"[""col_4b057d99c17f5783822af98b43744780""]",covers,1,inside,False
692,col_4b057d99c17f5783822af98b43744780,col_4b057d99c17f5783822af98b43744780,True,0.0,"[""col_4b057d99c17f5783822af98b43744780""]",covers,1,inside,False
693,col_6573c9286c5a50288130ecf1765ab3b5,col_6573c9286c5a50288130ecf1765ab3b5,True,0.0,"[""col_6573c9286c5a50288130ecf1765ab3b5""]",covers,1,inside,False
694,col_6573c9286c5a50288130ecf1765ab3b5,col_6573c9286c5a50288130ecf1765ab3b5,True,0.0,"[""col_6573c9286c5a50288130ecf1765ab3b5""]",covers,1,inside,False
695,col_6573c9286c5a50288130ecf1765ab3b5,col_6573c9286c5a50288130ecf1765ab3b5,True,0.0,"[""col_6573c9286c5a50288130ecf1765ab3b5""]",covers,1,inside,False
696,col_6573c9286c5a50288130ecf1765ab3b5,col_6573c9286c5a50288130ecf1765ab3b5,True,0.0,"[""col_6573c9286c5a50288130ecf1765ab3b5""]",covers,1,inside,False
697,col_34ef10debc6452f7a37e4eb02f41010f,col_6573c9286c5a50288130ecf1765ab3b5,False,5.068808612346716,"[""col_6573c9286c5a50288130ecf1765ab3b5""]",covers,1,outside,False
698,col_34ef10debc6452f7a37e4eb02f41010f,col_34ef10debc6452f7a37e4eb02f41010f,True,0.0,"[""col_34ef10debc6452f7a37e4eb02f41010f""]",covers,1,inside,False
699,col_34ef10debc6452f7a37e4eb02f41010f,col_34ef10debc6452f7a37e4eb02f41010f,True,0.0,"[""col_34ef10debc6452f7a37e4eb02f41010f""]",covers,1,inside,False
700,col_6573c9286c5a50288130ecf1765ab3b5,col_6573c9286c5a50288130ecf1765ab3b5,True,0.0,"[""col_6573c9286c5a50288130ecf1765ab3b5""]",covers,1,inside,False
701,col_6573c9286c5a50288130ecf1765ab3b5,col_6573c9286c5a50288130ecf1765ab3b5,True,0.0,"[""col_6573c9286c5a50288130ecf1765ab3b5""]",covers,1,inside,False
702,col_bed54b5fa7b155169b5367f26e64ee77,,,,"[""col_34ef10debc6452f7a37e4eb02f41010f""]",nearest_available_polygon_not_assignment,0,missing_catalog_polygon,False
703,col_6573c9286c5a50288130ecf1765ab3b5,col_6573c9286c5a50288130ecf1765ab3b5,True,0.0,"[""col_6573c9286c5a50288130ecf1765ab3b5""]",covers,1,inside,False
704,col_bed54b5fa7b155169b5367f26e64ee77,,,,"[""col_34ef10debc6452f7a37e4eb02f41010f""]",nearest_available_polygon_not_assignment,0,missing_catalog_polygon,False
705,col_96af67dbdc945131a7e1fb18aab974fa,,False,51.444710831233344,"[""col_96af67dbdc945131a7e1fb18aab974fa""]",nearest_available_polygon_not_assignment,0,outside,False
706,col_c00d00bb38f656119c21216810bac6c9,,,,"[""col_96af67dbdc945131a7e1fb18aab974fa""]",nearest_available_polygon_not_assignment,0,missing_catalog_polygon,False
707,col_96af67dbdc945131a7e1fb18aab974fa,col_96af67dbdc945131a7e1fb18aab974fa,True,0.0,"[""col_96af67dbdc945131a7e1fb18aab974fa""]",covers,1,inside,False
708,col_96af67dbdc945131a7e1fb18aab974fa,col_96af67dbdc945131a7e1fb18aab974fa,True,0.0,"[""col_96af67dbdc945131a7e1fb18aab974fa""]",covers,1,inside,False
709,col_96af67dbdc945131a7e1fb18aab974fa,col_96af67dbdc945131a7e1fb18aab974fa,True,0.0,"[""col_96af67dbdc945131a7e1fb18aab974fa""]",covers,1,inside,False
710,col_62bb8f5cf8d25a898a34208ad6dee465,col_62bb8f5cf8d25a898a34208ad6dee465,True,0.0,"[""col_62bb8f5cf8d25a898a34208ad6dee465""]",covers,1,inside,False
711,col_62bb8f5cf8d25a898a34208ad6dee465,col_62bb8f5cf8d25a898a34208ad6dee465,True,0.0,"[""col_62bb8f5cf8d25a898a34208ad6dee465""]",covers,1,inside,False
