zone_id,colonia,alcaldia,geometry_available,geometry_valid,geometry_type,geometry_usable,validity_error,repairability,repair_method_proposed,geometry_repaired,source_crs,analysis_crs,export_crs,area_m2,area_km2,centroid_x,centroid_y,centroid_lon,centroid_lat,n_neighbors_queen,n_neighbors_distance,n_overlap_pairs,notes
col_df8f37e24dff550bb52ef711568f9cb7,Obrera,Cuauhtemoc,True,True,Polygon,True,,not_needed,,False,OGC:CRS84,EPSG:32614,EPSG:4326,1581574.6889502767,1.5815746889502766,485375.95553196996,2146757.8132151784,-99.13929481913503,19.415041416229926,1.0,0.0,1,positive_area_intersections_reported
col_e38591c35bd05184a3caa0318add5f06,Agricultura,Miguel Hidalgo,True,True,Polygon,True,,not_needed,,False,OGC:CRS84,EPSG:32614,EPSG:4326,315254.9044706048,0.3152549044706048,482626.39336268697,2150681.3520989325,-99.16552039278032,19.450477337830257,6.0,0.0,2,positive_area_intersections_reported
col_e426afce41e3549e9144c6ee8c8047dc,Portales,Benito Juarez,True,True,Polygon,True,,not_needed,,False,OGC:CRS84,EPSG:32614,EPSG:4326,2231661.8884794493,2.2316618884794495,484334.1664556552,2141305.9396592053,-99.14917300533628,19.365763479060412,3.0,0.0,3,positive_area_intersections_reported
col_e56a7334b36e5ca6841813031c3b8d2b,Centro,Cuauhtemoc,True,True,Polygon,True,,not_needed,,False,OGC:CRS84,EPSG:32614,EPSG:4326,2665156.402430165,2.6651564024301653,485994.3538099063,2149069.839260816,-99.13342160939234,19.43594017622025,0.0,0.0,0,queen_isolate_no_fallback
col_e72f76ae560a556e957e54c180d9d323,Centro Urbano Presidente Aleman,Benito Juarez,True,True,Polygon,True,,not_needed,,False,OGC:CRS84,EPSG:32614,EPSG:4326,45182.20801862483,0.045182208018624825,481929.3658287875,2141884.390944196,-99.17207738248156,19.370970903859945,0.0,0.0,0,queen_isolate_no_fallback
col_eadac3374f095a63b927c12303b7218a,Josefa Ortiz de Dominguez,Benito Juarez,True,True,Polygon,True,,not_needed,,False,OGC:CRS84,EPSG:32614,EPSG:4326,73718.7475050168,0.0737187475050168,485226.9374409115,2143727.7714374056,-99.14069067976175,19.387657036930413,2.0,0.0,0,
col_eb93b25ca61954fa8e9ee2ca2ca57f16,Doctores,Cuauhtemoc,True,True,Polygon,True,,not_needed,,False,OGC:CRS84,EPSG:32614,EPSG:4326,2501659.867776766,2.501659867776766,484359.3512103453,2146968.77438125,-99.14897974391482,19.41694024139454,3.0,0.0,2,positive_area_intersections_reported
col_ee0096c66b1754fb83cf4c4170f93dd6,Piedad Narvarte,Benito Juarez,True,True,Polygon,True,,not_needed,,False,OGC:CRS84,EPSG:32614,EPSG:4326,279756.2886458011,0.2797562886458011,483596.34115737065,2145394.273629856,-99.15623392985718,19.402704980883122,1.0,0.0,1,positive_area_intersections_reported
col_f1b446f58ae65b7f8a814bab39bf17dc,Escandon,Miguel Hidalgo,True,True,Polygon,True,,not_needed,,False,OGC:CRS84,EPSG:32614,EPSG:4326,1274945.7313008334,1.2749457313008334,481209.14048511436,2145287.4756724797,-99.17896929425876,19.401718856741454,4.0,0.0,2,positive_area_intersections_reported
col_f685e6afce2f59ffb8b623a8882cd0ef,Nonoalco,Benito Juarez,True,True,Polygon,True,,not_needed,,False,OGC:CRS84,EPSG:32614,EPSG:4326,562133.9686000991,0.5621339686000991,480234.03530240164,2143080.089763275,-99.18823349411404,19.381760774592284,4.0,0.0,0,
col_f884dc870afb59218eed6bb359ce0e0f,Guadalupe Chimalistac,Alvaro Obregon,False,,,False,,missing_source,,False,OGC:CRS84,EPSG:32614,EPSG:4326,,,,,,,,,0,no_polygon_match
col_f8e6271a3b155d19906933df376c56d8,Ampliacion Napoles,Benito Juarez,False,,,False,,missing_source,,False,OGC:CRS84,EPSG:32614,EPSG:4326,,,,,,,,,0,no_polygon_match
col_fb144842ece557ce8e184ba17ea11743,Un Hogar para Nosotros,Miguel Hidalgo,True,True,Polygon,True,,not_needed,,False,OGC:CRS84,EPSG:32614,EPSG:4326,264161.15661697916,0.26416115661697914,482241.52947057935,2150452.0817368096,-99.16918487692539,19.448401992060056,5.0,0.0,0,
col_ffeedd6a32945225b84ecc416148dd76,San Rafael,Cuauhtemoc,True,True,Polygon,True,,not_needed,,False,OGC:CRS84,EPSG:32614,EPSG:4326,1027607.9811511724,1.0276079811511725,482939.65844439145,2149296.474249926,-99.16252343003994,19.437964602588092,4.0,0.0,1,positive_area_intersections_reported
col_fff7ee1276da58efb088edf2d4f0141e,Narvarte,Benito Juarez,True,True,Polygon,True,,not_needed,,False,OGC:CRS84,EPSG:32614,EPSG:4326,2775530.6054402334,2.7755306054402333,483792.0986509695,2144391.246731076,-99.15436092698347,19.393641958114827,5.0,0.0,1,positive_area_intersections_reported
