colonia,alcaldia,horizonte_anios,prediccion_p50,prediccion_p10,prediccion_p90,categoria_proyectada
Ampliacion Napoles,Benito Juarez,3,-0.3230771760415093,-0.40517260074551287,-0.2540648043444971,Estable
Ampliacion Napoles,Benito Juarez,5,-0.3903736204741529,-0.5271993283141588,-0.2753530009791325,Estable
Anahuac,Miguel Hidalgo,1,0.3869743709507608,0.359725937323298,0.42057315810686224,Estable
Anahuac,Miguel Hidalgo,3,0.5568072649982778,0.4750619641158892,0.6576036264665821,Estable
Anahuac,Miguel Hidalgo,5,0.7266401590457947,0.5903979909084804,0.8946340948263019,Estable
Anahuac I Seccion,Miguel Hidalgo,1,-0.03674994823085853,-0.06109047979551178,-0.022980775076764853,Estable
Anahuac I Seccion,Miguel Hidalgo,3,-0.012201396458983847,-0.08522299115294357,0.029106123003297187,Estable
Anahuac I Seccion,Miguel Hidalgo,5,0.01234715531289083,-0.10935550251037537,0.08119302108335921,Estable
Angel Zimbron,Azcapotzalco,1,-0.22960971410323874,-0.2633915777815417,-0.16218517069406457,Estable
Angel Zimbron,Azcapotzalco,3,-0.2579691469402963,-0.3593147379752052,-0.055695516712773785,Estable
Angel Zimbron,Azcapotzalco,5,-0.2863285797773539,-0.4552378981688687,0.050794137268516976,Estable
Anzures,Miguel Hidalgo,1,0.09780621405310155,0.07607511638942176,0.11915224880882212,Estable
Anzures,Miguel Hidalgo,3,0.08866914946876904,0.023475856477729637,0.15270725373593075,Estable
Anzures,Miguel Hidalgo,5,0.07953208488443651,-0.029123403433962483,0.18626225866303936,Estable
Atlampa,Cuauhtemoc,1,-0.1203908457219082,-0.18654856841018896,-0.085781538859962,Estable
Atlampa,Cuauhtemoc,3,-0.17253392508050325,-0.3710070931453455,-0.06870600449466466,Estable
Atlampa,Cuauhtemoc,5,-0.22467700443909827,-0.5554656178805021,-0.0516304701293673,Estable
Axotla,Alvaro Obregon,1,-0.2271895890914654,-0.2747056152248921,-0.1938996860309881,Estable
Axotla,Alvaro Obregon,3,-0.1618411390090408,-0.30438921740932107,-0.06197142982760889,Estable
Axotla,Alvaro Obregon,5,-0.09649268892661622,-0.33407281959375,0.06995682637577028,Estable
Barrio San Lucas,Coyoacan,1,-0.31474558880297837,-0.34552467671864723,-0.2874631942331378,Estable
Barrio San Lucas,Coyoacan,3,-0.28630234524117676,-0.37863960898818333,-0.20445516153165516,Estable
Barrio San Lucas,Coyoacan,5,-0.25785910167937515,-0.41175454125771943,-0.12144712883017245,Estable
Barrio la Concepcion,Coyoacan,1,-0.3078141556945691,-0.336626021087339,-0.2844486054425738,Estable
Barrio la Concepcion,Coyoacan,3,-0.2842578614982039,-0.37069345767651374,-0.214161210742218,Estable
Barrio la Concepcion,Coyoacan,5,-0.26070156730183874,-0.4047608942656884,-0.14387381604186222,Estable
Bosque de Chapultepec,Miguel Hidalgo,1,-0.014812928106696564,-0.034436836125353656,0.008344587907795489,Estable
Bosque de Chapultepec,Miguel Hidalgo,3,-0.03504792844629718,-0.09391965250226847,0.034424619597178976,Estable
Bosque de Chapultepec,Miguel Hidalgo,5,-0.05528292878589779,-0.15340246887918327,0.06050465128656246,Estable
Buenavista,Cuauhtemoc,1,0.35424105668452976,0.29236333076555204,0.4074829410314714,Estable
Buenavista,Cuauhtemoc,3,0.2237575404931211,0.03812436273618802,0.38348319353394605,Estable
Buenavista,Cuauhtemoc,5,0.09327402430171244,-0.21611460529317605,0.35948344603642074,Estable
Centro,Cuauhtemoc,1,1.6543420276512528,1.5852898121216907,1.737161684729113,Estable
