zone_id,neighbor_zone_id,relation_type,distance_centroid_m,weight_raw,weight_normalized
col_bd478b6a570f533f803bd0118bf3f055,col_8dd63c1e84435db49a927bcd4b149776,queen,1170.7511880480122,1.0,0.2
col_8dd63c1e84435db49a927bcd4b149776,col_e38591c35bd05184a3caa0318add5f06,queen,1318.880621474134,1.0,0.3333333333333333
col_e38591c35bd05184a3caa0318add5f06,col_8dd63c1e84435db49a927bcd4b149776,queen,1318.880621474134,1.0,0.16666666666666666
col_8e89f7e8963258c3b4c0ec85deb35ae9,col_9f7b23fc019150a58f8d3fa8ecb0545b,queen,794.4414812476787,1.0,0.2
col_9f7b23fc019150a58f8d3fa8ecb0545b,col_8e89f7e8963258c3b4c0ec85deb35ae9,queen,794.4414812476787,1.0,0.16666666666666666
col_8e89f7e8963258c3b4c0ec85deb35ae9,col_a069943804255517b1a44551a37b7d8e,queen,985.579889419286,1.0,0.2
col_a069943804255517b1a44551a37b7d8e,col_8e89f7e8963258c3b4c0ec85deb35ae9,queen,985.579889419286,1.0,0.16666666666666666
col_8e89f7e8963258c3b4c0ec85deb35ae9,col_a11503ab8f7b52ecba6e146f1cd2bcae,queen,642.8969800786433,1.0,0.2
col_a11503ab8f7b52ecba6e146f1cd2bcae,col_8e89f7e8963258c3b4c0ec85deb35ae9,queen,642.8969800786433,1.0,0.25
col_926ff32000a751399a54daad7479254d,col_b0d667d100335a2cbd38dd885b4a49ae,queen,2118.9381058989993,1.0,0.25
col_b0d667d100335a2cbd38dd885b4a49ae,col_926ff32000a751399a54daad7479254d,queen,2118.9381058989993,1.0,0.25
col_92cd6e3f23155eedb10936246b2da76c,col_de2ee5e1ae0955e6845ef669ea127a75,queen,895.751881844663,1.0,0.2
col_de2ee5e1ae0955e6845ef669ea127a75,col_92cd6e3f23155eedb10936246b2da76c,queen,895.751881844663,1.0,0.5
col_92cd6e3f23155eedb10936246b2da76c,col_fb144842ece557ce8e184ba17ea11743,queen,1195.8544926049535,1.0,0.2
col_fb144842ece557ce8e184ba17ea11743,col_92cd6e3f23155eedb10936246b2da76c,queen,1195.8544926049535,1.0,0.2
col_9b8d9872383b59f7a23d22ab97fc79d8,col_a20da3b32dc95373bfc155a68e4197fa,queen,1298.6514376704301,1.0,0.25
col_a20da3b32dc95373bfc155a68e4197fa,col_9b8d9872383b59f7a23d22ab97fc79d8,queen,1298.6514376704301,1.0,0.25
col_9b8d9872383b59f7a23d22ab97fc79d8,col_b9647cb13b4b5ebebd069fd56e70a36f,queen,937.4464448749593,1.0,0.25
col_b9647cb13b4b5ebebd069fd56e70a36f,col_9b8d9872383b59f7a23d22ab97fc79d8,queen,937.4464448749593,1.0,0.2
col_9b8d9872383b59f7a23d22ab97fc79d8,col_eb93b25ca61954fa8e9ee2ca2ca57f16,queen,1434.7701508904743,1.0,0.25
col_eb93b25ca61954fa8e9ee2ca2ca57f16,col_9b8d9872383b59f7a23d22ab97fc79d8,queen,1434.7701508904743,1.0,0.3333333333333333
col_9bbea60acc995fa7b9c482efc14ebb94,col_a11503ab8f7b52ecba6e146f1cd2bcae,queen,324.78542399687797,1.0,0.2
col_a11503ab8f7b52ecba6e146f1cd2bcae,col_9bbea60acc995fa7b9c482efc14ebb94,queen,324.78542399687797,1.0,0.25
col_9bbea60acc995fa7b9c482efc14ebb94,col_f685e6afce2f59ffb8b623a8882cd0ef,queen,876.6342665330743,1.0,0.2
col_f685e6afce2f59ffb8b623a8882cd0ef,col_9bbea60acc995fa7b9c482efc14ebb94,queen,876.6342665330743,1.0,0.25
col_9f7b23fc019150a58f8d3fa8ecb0545b,col_a069943804255517b1a44551a37b7d8e,queen,634.1563660074094,1.0,0.16666666666666666
col_a069943804255517b1a44551a37b7d8e,col_9f7b23fc019150a58f8d3fa8ecb0545b,queen,634.1563660074094,1.0,0.16666666666666666
col_a069943804255517b1a44551a37b7d8e,col_f685e6afce2f59ffb8b623a8882cd0ef,queen,1120.3805765320003,1.0,0.16666666666666666
col_f685e6afce2f59ffb8b623a8882cd0ef,col_a069943804255517b1a44551a37b7d8e,queen,1120.3805765320003,1.0,0.25
col_a20da3b32dc95373bfc155a68e4197fa,col_eb93b25ca61954fa8e9ee2ca2ca57f16,queen,1807.5222108957616,1.0,0.25
col_eb93b25ca61954fa8e9ee2ca2ca57f16,col_a20da3b32dc95373bfc155a68e4197fa,queen,1807.5222108957616,1.0,0.3333333333333333
col_a20da3b32dc95373bfc155a68e4197fa,col_f1b446f58ae65b7f8a814bab39bf17dc,queen,1833.7105929848226,1.0,0.25
col_f1b446f58ae65b7f8a814bab39bf17dc,col_a20da3b32dc95373bfc155a68e4197fa,queen,1833.7105929848226,1.0,0.25
col_a21a9068f97957a2a0828f64e9102bde,col_e38591c35bd05184a3caa0318add5f06,queen,1392.3775044103343,1.0,0.3333333333333333
col_e38591c35bd05184a3caa0318add5f06,col_a21a9068f97957a2a0828f64e9102bde,queen,1392.3775044103343,1.0,0.16666666666666666
col_abad05146e545e0cb59abdc228f8373c,col_e426afce41e3549e9144c6ee8c8047dc,queen,1116.2117332239795,1.0,0.3333333333333333
col_e426afce41e3549e9144c6ee8c8047dc,col_abad05146e545e0cb59abdc228f8373c,queen,1116.2117332239795,1.0,0.3333333333333333
col_aeb67b70520e58b895caf170c4cc2b7b,col_eadac3374f095a63b927c12303b7218a,queen,372.25537191884865,1.0,0.3333333333333333
col_eadac3374f095a63b927c12303b7218a,col_aeb67b70520e58b895caf170c4cc2b7b,queen,372.25537191884865,1.0,0.5
col_aeb67b70520e58b895caf170c4cc2b7b,col_fff7ee1276da58efb088edf2d4f0141e,queen,1339.0331639351214,1.0,0.3333333333333333
col_fff7ee1276da58efb088edf2d4f0141e,col_aeb67b70520e58b895caf170c4cc2b7b,queen,1339.0331639351214,1.0,0.2
col_af634a3d6a0956f8930194b36da1dbde,col_bd478b6a570f533f803bd0118bf3f055,queen,913.9373520841187,1.0,0.5
col_bd478b6a570f533f803bd0118bf3f055,col_af634a3d6a0956f8930194b36da1dbde,queen,913.9373520841187,1.0,0.2
col_b9647cb13b4b5ebebd069fd56e70a36f,col_eb93b25ca61954fa8e9ee2ca2ca57f16,queen,1773.792740763498,1.0,0.2
col_eb93b25ca61954fa8e9ee2ca2ca57f16,col_b9647cb13b4b5ebebd069fd56e70a36f,queen,1773.792740763498,1.0,0.3333333333333333
col_bd478b6a570f533f803bd0118bf3f055,col_ffeedd6a32945225b84ecc416148dd76,queen,1210.5740292137348,1.0,0.2
col_ffeedd6a32945225b84ecc416148dd76,col_bd478b6a570f533f803bd0118bf3f055,queen,1210.5740292137348,1.0,0.25
col_c84c8cba11e05de082c7496795578d88,col_e38591c35bd05184a3caa0318add5f06,queen,514.0042295722138,1.0,0.3333333333333333
col_e38591c35bd05184a3caa0318add5f06,col_c84c8cba11e05de082c7496795578d88,queen,514.0042295722138,1.0,0.16666666666666666
col_c84c8cba11e05de082c7496795578d88,col_fb144842ece557ce8e184ba17ea11743,queen,391.98240958663564,1.0,0.3333333333333333
col_fb144842ece557ce8e184ba17ea11743,col_c84c8cba11e05de082c7496795578d88,queen,391.98240958663564,1.0,0.2
col_e38591c35bd05184a3caa0318add5f06,col_fb144842ece557ce8e184ba17ea11743,queen,447.978921821327,1.0,0.16666666666666666
col_fb144842ece557ce8e184ba17ea11743,col_e38591c35bd05184a3caa0318add5f06,queen,447.978921821327,1.0,0.2
col_ee0096c66b1754fb83cf4c4170f93dd6,col_fff7ee1276da58efb088edf2d4f0141e,queen,1021.9510536107593,1.0,1.0
col_fff7ee1276da58efb088edf2d4f0141e,col_ee0096c66b1754fb83cf4c4170f93dd6,queen,1021.9510536107593,1.0,0.2
